#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0051252	regulation of RNA metabolic process	340	3890	6.64e-48	ENSP00000162749,ENSP00000196489,ENSP00000211936,ENSP00000216037,ENSP00000216923,ENSP00000217233,ENSP00000219746,ENSP00000221327,ENSP00000223023,ENSP00000226760,ENSP00000228251,ENSP00000230122,ENSP00000240499,ENSP00000240587,ENSP00000242351,ENSP00000244576,ENSP00000247668,ENSP00000251038,ENSP00000252840,ENSP00000255198,ENSP00000257940,ENSP00000258821,ENSP00000261464,ENSP00000262120,ENSP00000262525,ENSP00000263966,ENSP00000264634,ENSP00000265339,ENSP00000265441,ENSP00000267622,ENSP00000268655,ENSP00000269394,ENSP00000270001,ENSP00000276816,ENSP00000280377,ENSP00000282292,ENSP00000282308,ENSP00000282869,ENSP00000284523,ENSP00000285018,ENSP00000285279,ENSP00000290167,ENSP00000292450,ENSP00000292579,ENSP00000293549,ENSP00000294258,ENSP00000294753,ENSP00000296091,ENSP00000296792,ENSP00000299237,ENSP00000300101,ENSP00000300181,ENSP00000300619,ENSP00000300850,ENSP00000300870,ENSP00000301061,ENSP00000301744,ENSP00000302310,ENSP00000302640,ENSP00000303696,ENSP00000303915,ENSP00000304268,ENSP00000304697,ENSP00000304769,ENSP00000307604,ENSP00000307863,ENSP00000308921,ENSP00000309161,ENSP00000309330,ENSP00000310042,ENSP00000311521,ENSP00000311778,ENSP00000311957,ENSP00000312141,ENSP00000312150,ENSP00000312222,ENSP00000313582,ENSP00000314153,ENSP00000319222,ENSP00000319305,ENSP00000321203,ENSP00000322265,ENSP00000323148,ENSP00000323945,ENSP00000324064,ENSP00000325326,ENSP00000325526,ENSP00000326967,ENSP00000327143,ENSP00000328515,ENSP00000329793,ENSP00000331626,ENSP00000331927,ENSP00000332013,ENSP00000332325,ENSP00000333223,ENSP00000333660,ENSP00000333920,ENSP00000334853,ENSP00000337081,ENSP00000337363,ENSP00000337555,ENSP00000337724,ENSP00000337852,ENSP00000338157,ENSP00000338860,ENSP00000338927,ENSP00000339179,ENSP00000339585,ENSP00000339767,ENSP00000340305,ENSP00000340507,ENSP00000340514,ENSP00000340841,ENSP00000341268,ENSP00000341819,ENSP00000342002,ENSP00000342818,ENSP00000343505,ENSP00000344095,ENSP00000344215,ENSP00000344791,ENSP00000344828,ENSP00000345333,ENSP00000346348,ENSP00000347338,ENSP00000347648,ENSP00000347730,ENSP00000348419,ENSP00000349494,ENSP00000349503,ENSP00000349596,ENSP00000349722,ENSP00000351141,ENSP00000351539,ENSP00000352846,ENSP00000353058,ENSP00000353491,ENSP00000353652,ENSP00000354305,ENSP00000354340,ENSP00000354414,ENSP00000354487,ENSP00000354543,ENSP00000354694,ENSP00000354794,ENSP00000354842,ENSP00000354964,ENSP00000355053,ENSP00000355251,ENSP00000355459,ENSP00000356425,ENSP00000356674,ENSP00000356792,ENSP00000358283,ENSP00000358590,ENSP00000359271,ENSP00000359837,ENSP00000360526,ENSP00000360552,ENSP00000361162,ENSP00000361458,ENSP00000361580,ENSP00000361791,ENSP00000362179,ENSP00000362446,ENSP00000362551,ENSP00000362760,ENSP00000362918,ENSP00000362994,ENSP00000363064,ENSP00000363943,ENSP00000364885,ENSP00000365435,ENSP00000366265,ENSP00000366396,ENSP00000366404,ENSP00000366434,ENSP00000366542,ENSP00000366902,ENSP00000368538,ENSP00000369440,ENSP00000369774,ENSP00000370010,ENSP00000370242,ENSP00000371211,ENSP00000371475,ENSP00000372361,ENSP00000373272,ENSP00000374359,ENSP00000375582,ENSP00000375822,ENSP00000376035,ENSP00000377725,ENSP00000378286,ENSP00000378536,ENSP00000378642,ENSP00000378881,ENSP00000379065,ENSP00000379143,ENSP00000379208,ENSP00000379287,ENSP00000379368,ENSP00000379370,ENSP00000379412,ENSP00000379451,ENSP00000379458,ENSP00000379684,ENSP00000379847,ENSP00000380165,ENSP00000380310,ENSP00000380315,ENSP00000380321,ENSP00000380351,ENSP00000380840,ENSP00000381436,ENSP00000381613,ENSP00000382511,ENSP00000382513,ENSP00000384222,ENSP00000384302,ENSP00000384863,ENSP00000385470,ENSP00000386433,ENSP00000387462,ENSP00000388107,ENSP00000388311,ENSP00000388402,ENSP00000388502,ENSP00000388864,ENSP00000391200,ENSP00000392024,ENSP00000392410,ENSP00000392495,ENSP00000393163,ENSP00000393260,ENSP00000393835,ENSP00000394380,ENSP00000395007,ENSP00000395259,ENSP00000395733,ENSP00000396402,ENSP00000396857,ENSP00000397693,ENSP00000398089,ENSP00000401946,ENSP00000402343,ENSP00000404074,ENSP00000404251,ENSP00000405289,ENSP00000405699,ENSP00000406201,ENSP00000406286,ENSP00000406318,ENSP00000407130,ENSP00000407545,ENSP00000408292,ENSP00000409107,ENSP00000410111,ENSP00000410545,ENSP00000411132,ENSP00000413073,ENSP00000413411,ENSP00000415070,ENSP00000415774,ENSP00000415836,ENSP00000417192,ENSP00000417470,ENSP00000418187,ENSP00000419153,ENSP00000420095,ENSP00000420727,ENSP00000421258,ENSP00000427695,ENSP00000427772,ENSP00000428679,ENSP00000428878,ENSP00000429803,ENSP00000430823,ENSP00000431202,ENSP00000433623,ENSP00000433773,ENSP00000437616,ENSP00000437832,ENSP00000439017,ENSP00000439402,ENSP00000439689,ENSP00000441405,ENSP00000441410,ENSP00000441543,ENSP00000441838,ENSP00000444339,ENSP00000444412,ENSP00000444812,ENSP00000445979,ENSP00000446007,ENSP00000446224,ENSP00000449795,ENSP00000452181,ENSP00000454157,ENSP00000455426,ENSP00000455585,ENSP00000459216,ENSP00000459566,ENSP00000460547,ENSP00000464872,ENSP00000464976,ENSP00000465578,ENSP00000466274,ENSP00000466714,ENSP00000469029,ENSP00000469591,ENSP00000470123,ENSP00000470142,ENSP00000470239,ENSP00000470323,ENSP00000470746,ENSP00000471549,ENSP00000471754,ENSP00000472619,ENSP00000472802,ENSP00000472867,ENSP00000472929,ENSP00000473091,ENSP00000476746,ENSP00000477392,ENSP00000477841,ENSP00000478345,ENSP00000479449,ENSP00000480262,ENSP00000480297,ENSP00000480556,ENSP00000482195,ENSP00000482581,ENSP00000482632,ENSP00000482749,ENSP00000482819,ENSP00000483005,ENSP00000483077,ENSP00000485448	ENSG00000197054,ENSG00000242852,ENSG00000270011,TBC1D26,TMPRSS6,TMSB4X,TNFRSF1A,TNFRSF1B,TNFRSF4,TNFSF13,TNFSF18,TNIP2,TNRC6B,TOB1,TOE1,TOX,TOX3,TP53BP1,TP53INP1,TP53INP2,TRADD,TRAF1,TRAF2,TRAF5,TRAF6,TRAPPC2,TRERF1,TRIAP1,TRIB1,TRIB3,TRIM24,TRIM27,TRIM32,TRIM38,TRIM52,TRIM6,TRIM71,TRIP11,TRPS1,TSC22D2,TSC22D3,TSC22D4,TSHZ2,TSHZ3,TSSK4,TTC5,TTF1,TULP3,TWIST2,TWSG1,U2AF2,UBA3,UBA52,UBB,UBC,UBE2B,UBE2D3,UBE2V1,UBTF,UCHL5,UFL1,UIMC1,UPF1,USP13,USP15,UTP15,VAV1,VGLL3,VGLL4,VIM,VIPAS39,VOPP1,VWC2,WASL,WDR43,WFS1,WNT1,WNT10B,WNT11,WNT2,WNT3A,WNT4,WNT5A,WNT7A,WTAP,WWC1,WWC2,WWC3,XBP1,XCL1,XPO1,XRN2,YBX3,YTHDF2,YWHAZ,ZBED3,ZBED9,ZBTB10,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB20,ZBTB22,ZBTB24,ZBTB25,ZBTB26,ZBTB3,ZBTB32,ZBTB33,ZBTB34,ZBTB37,ZBTB39,ZBTB42,ZBTB46,ZBTB48,ZBTB5,ZBTB7B,ZC3H10,ZC3H12A,ZC3H14,ZC3HAV1,ZCCHC12,ZCCHC18,ZEB1,ZEB2,ZFP14,ZFP36L1,ZFP64,ZFP69,ZFP90,ZFPL1,ZGPAT,ZHX3,ZIK1,ZKSCAN1,ZKSCAN2,ZKSCAN5,ZMIZ2,ZMYM5,ZMYND8,ZNF112,ZNF117,ZNF121,ZNF135,ZNF14,ZNF141,ZNF143,ZNF154,ZNF16,ZNF160,ZNF165,ZNF174,ZNF180,ZNF181,ZNF182,ZNF184,ZNF195,ZNF197,ZNF2,ZNF202,ZNF208,ZNF217,ZNF222,ZNF227,ZNF248,ZNF250,ZNF254,ZNF256,ZNF260,ZNF266,ZNF267,ZNF268,ZNF275,ZNF276,ZNF28,ZNF282,ZNF292,ZNF318,ZNF319,ZNF32,ZNF320,ZNF324,ZNF329,ZNF335,ZNF33A,ZNF343,ZNF345,ZNF35,ZNF354B,ZNF354C,ZNF385A,ZNF391,ZNF394,ZNF396,ZNF41,ZNF410,ZNF416,ZNF418,ZNF419,ZNF423,ZNF426,ZNF433,ZNF436,ZNF44,ZNF444,ZNF445,ZNF446,ZNF449,ZNF460,ZNF467,ZNF469,ZNF470,ZNF471,ZNF48,ZNF480,ZNF484,ZNF485,ZNF490,ZNF496,ZNF501,ZNF502,ZNF506,ZNF511,ZNF512,ZNF517,ZNF519,ZNF521,ZNF528,ZNF529,ZNF536,ZNF540,ZNF548,ZNF550,ZNF552,ZNF555,ZNF557,ZNF561,ZNF567,ZNF57,ZNF571,ZNF572,ZNF574,ZNF576,ZNF578,ZNF583,ZNF585B,ZNF586,ZNF587B,ZNF594,ZNF595,ZNF596,ZNF597,ZNF600,ZNF607,ZNF611,ZNF615,ZNF619,ZNF620,ZNF621,ZNF622,ZNF623,ZNF625,ZNF627,ZNF628,ZNF629,ZNF630,ZNF638,ZNF641,ZNF646,ZNF654,ZNF664,ZNF667,ZNF669,ZNF670,ZNF676,ZNF678,ZNF680,ZNF682,ZNF683,ZNF69,ZNF691,ZNF692,ZNF696,ZNF697,ZNF7,ZNF700,ZNF701,ZNF703,ZNF706,ZNF714,ZNF717,ZNF718,ZNF720,ZNF721,ZNF724P,ZNF727P,ZNF732,ZNF737,ZNF738,ZNF74,ZNF746,ZNF750,ZNF75A,ZNF76,ZNF771,ZNF773,ZNF774,ZNF778,ZNF785,ZNF786,ZNF789,ZNF79,ZNF793,ZNF80,ZNF808,ZNF813,ZNF814,ZNF821,ZNF829,ZNF83,ZNF836,ZNF837,ZNF841,ZNF844,ZNF845,ZNF85,ZNF850,ZNF853,ZNF880,ZNF91,ZNF93,ZNFX1,ZSCAN12,ZSCAN18,ZSCAN20,ZSCAN21,ZSCAN9,ZXDC,ZZZ3
GO:0006357	regulation of transcription by RNA polymerase II	271	2633	9.27e-48	ENSP00000162749,ENSP00000196489,ENSP00000211936,ENSP00000216037,ENSP00000216923,ENSP00000217233,ENSP00000219746,ENSP00000221327,ENSP00000226760,ENSP00000228251,ENSP00000230122,ENSP00000240499,ENSP00000240587,ENSP00000244576,ENSP00000252840,ENSP00000255198,ENSP00000258821,ENSP00000262120,ENSP00000262525,ENSP00000264634,ENSP00000265441,ENSP00000268655,ENSP00000269394,ENSP00000270001,ENSP00000276816,ENSP00000280377,ENSP00000282308,ENSP00000282869,ENSP00000284523,ENSP00000285018,ENSP00000292450,ENSP00000292579,ENSP00000293549,ENSP00000294753,ENSP00000296091,ENSP00000299237,ENSP00000300101,ENSP00000300181,ENSP00000300619,ENSP00000300850,ENSP00000300870,ENSP00000301061,ENSP00000301744,ENSP00000302310,ENSP00000302640,ENSP00000303696,ENSP00000303915,ENSP00000304268,ENSP00000304697,ENSP00000304769,ENSP00000307604,ENSP00000308921,ENSP00000309161,ENSP00000309330,ENSP00000310042,ENSP00000311521,ENSP00000311778,ENSP00000312141,ENSP00000312222,ENSP00000313582,ENSP00000314153,ENSP00000319222,ENSP00000319305,ENSP00000321203,ENSP00000322265,ENSP00000323148,ENSP00000323945,ENSP00000324064,ENSP00000325326,ENSP00000326967,ENSP00000327143,ENSP00000328515,ENSP00000329793,ENSP00000331626,ENSP00000331927,ENSP00000332013,ENSP00000333920,ENSP00000334853,ENSP00000337363,ENSP00000337555,ENSP00000337724,ENSP00000337852,ENSP00000338157,ENSP00000338860,ENSP00000338927,ENSP00000339585,ENSP00000339767,ENSP00000340514,ENSP00000340841,ENSP00000341819,ENSP00000342002,ENSP00000342818,ENSP00000344095,ENSP00000344791,ENSP00000344828,ENSP00000345333,ENSP00000346348,ENSP00000347338,ENSP00000347648,ENSP00000347730,ENSP00000348419,ENSP00000349494,ENSP00000349503,ENSP00000349722,ENSP00000351539,ENSP00000352846,ENSP00000353058,ENSP00000353491,ENSP00000353652,ENSP00000354305,ENSP00000354414,ENSP00000354487,ENSP00000354543,ENSP00000354694,ENSP00000354794,ENSP00000354842,ENSP00000355053,ENSP00000355251,ENSP00000355459,ENSP00000356674,ENSP00000358590,ENSP00000359271,ENSP00000359837,ENSP00000360526,ENSP00000360552,ENSP00000361162,ENSP00000361458,ENSP00000361580,ENSP00000361791,ENSP00000362179,ENSP00000362446,ENSP00000362551,ENSP00000362760,ENSP00000363064,ENSP00000364885,ENSP00000366265,ENSP00000366404,ENSP00000366542,ENSP00000366902,ENSP00000369774,ENSP00000370242,ENSP00000371211,ENSP00000371475,ENSP00000372361,ENSP00000374359,ENSP00000375582,ENSP00000375822,ENSP00000376035,ENSP00000377725,ENSP00000378536,ENSP00000378642,ENSP00000378881,ENSP00000379065,ENSP00000379143,ENSP00000379208,ENSP00000379368,ENSP00000379370,ENSP00000379412,ENSP00000379451,ENSP00000379458,ENSP00000379684,ENSP00000379847,ENSP00000380165,ENSP00000380310,ENSP00000380315,ENSP00000380351,ENSP00000380840,ENSP00000381436,ENSP00000381613,ENSP00000382511,ENSP00000382513,ENSP00000384222,ENSP00000384863,ENSP00000388107,ENSP00000388311,ENSP00000388402,ENSP00000388502,ENSP00000388864,ENSP00000391200,ENSP00000392024,ENSP00000392410,ENSP00000393260,ENSP00000393835,ENSP00000394380,ENSP00000395007,ENSP00000395259,ENSP00000395733,ENSP00000396402,ENSP00000396857,ENSP00000397693,ENSP00000398089,ENSP00000402343,ENSP00000404074,ENSP00000405289,ENSP00000405699,ENSP00000406201,ENSP00000406286,ENSP00000406318,ENSP00000407130,ENSP00000407545,ENSP00000409107,ENSP00000410111,ENSP00000410545,ENSP00000411132,ENSP00000413073,ENSP00000413411,ENSP00000415070,ENSP00000415774,ENSP00000415836,ENSP00000417192,ENSP00000417470,ENSP00000418187,ENSP00000419153,ENSP00000420095,ENSP00000420727,ENSP00000421258,ENSP00000427695,ENSP00000427772,ENSP00000428679,ENSP00000428878,ENSP00000429803,ENSP00000431202,ENSP00000433623,ENSP00000437616,ENSP00000437832,ENSP00000439017,ENSP00000439402,ENSP00000439689,ENSP00000441405,ENSP00000441410,ENSP00000441543,ENSP00000441838,ENSP00000444339,ENSP00000444412,ENSP00000444812,ENSP00000445979,ENSP00000446224,ENSP00000449795,ENSP00000454157,ENSP00000455426,ENSP00000455585,ENSP00000459566,ENSP00000460547,ENSP00000464872,ENSP00000465578,ENSP00000466274,ENSP00000466714,ENSP00000469029,ENSP00000469591,ENSP00000470123,ENSP00000470239,ENSP00000470323,ENSP00000470746,ENSP00000471549,ENSP00000471754,ENSP00000472619,ENSP00000472802,ENSP00000472867,ENSP00000473091,ENSP00000476746,ENSP00000477392,ENSP00000477841,ENSP00000479449,ENSP00000480262,ENSP00000480297,ENSP00000482195,ENSP00000482632,ENSP00000482749,ENSP00000482819,ENSP00000483077,ENSP00000485448	ENSG00000197054,ENSG00000242852,ENSG00000270011,TBC1D26,TMPRSS6,TNFRSF1A,TNIP2,TOB1,TOE1,TOX,TOX3,TP53BP1,TRAF6,TRERF1,TRIAP1,TRIB3,TRIM27,TRPS1,TSC22D2,TSC22D3,TSC22D4,TSHZ2,TSHZ3,TTC5,TTF1,TWSG1,UBA52,UBB,UBC,UBE2D3,UBTF,USP15,VGLL3,VWC2,WFS1,WNT1,WNT10B,WNT2,WNT3A,WNT5A,WNT7A,WWC1,WWC2,WWC3,XBP1,XPO1,YBX3,ZBED3,ZBED9,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB20,ZBTB22,ZBTB24,ZBTB25,ZBTB26,ZBTB32,ZBTB33,ZBTB34,ZBTB37,ZBTB39,ZBTB42,ZBTB46,ZBTB48,ZBTB5,ZBTB7B,ZC3H12A,ZCCHC12,ZCCHC18,ZEB1,ZEB2,ZFP14,ZFP36L1,ZFP64,ZFP69,ZFP90,ZGPAT,ZHX3,ZIK1,ZKSCAN1,ZKSCAN2,ZKSCAN5,ZMIZ2,ZMYM5,ZMYND8,ZNF117,ZNF121,ZNF135,ZNF14,ZNF141,ZNF143,ZNF154,ZNF16,ZNF160,ZNF165,ZNF174,ZNF180,ZNF181,ZNF182,ZNF184,ZNF195,ZNF197,ZNF2,ZNF202,ZNF208,ZNF217,ZNF222,ZNF227,ZNF248,ZNF250,ZNF254,ZNF256,ZNF260,ZNF266,ZNF267,ZNF268,ZNF275,ZNF276,ZNF28,ZNF282,ZNF292,ZNF319,ZNF32,ZNF320,ZNF324,ZNF329,ZNF335,ZNF33A,ZNF343,ZNF345,ZNF35,ZNF354B,ZNF354C,ZNF385A,ZNF391,ZNF394,ZNF396,ZNF41,ZNF410,ZNF416,ZNF418,ZNF419,ZNF423,ZNF426,ZNF433,ZNF436,ZNF44,ZNF444,ZNF445,ZNF446,ZNF449,ZNF460,ZNF467,ZNF469,ZNF471,ZNF48,ZNF480,ZNF484,ZNF485,ZNF490,ZNF496,ZNF501,ZNF502,ZNF506,ZNF511,ZNF512,ZNF517,ZNF519,ZNF521,ZNF528,ZNF529,ZNF536,ZNF540,ZNF548,ZNF550,ZNF552,ZNF555,ZNF557,ZNF561,ZNF567,ZNF57,ZNF572,ZNF574,ZNF576,ZNF583,ZNF586,ZNF587B,ZNF594,ZNF595,ZNF596,ZNF597,ZNF600,ZNF607,ZNF611,ZNF615,ZNF619,ZNF620,ZNF621,ZNF622,ZNF623,ZNF625,ZNF627,ZNF628,ZNF629,ZNF641,ZNF646,ZNF654,ZNF664,ZNF667,ZNF669,ZNF670,ZNF676,ZNF678,ZNF680,ZNF682,ZNF683,ZNF69,ZNF691,ZNF692,ZNF696,ZNF697,ZNF7,ZNF700,ZNF701,ZNF717,ZNF720,ZNF721,ZNF724P,ZNF727P,ZNF732,ZNF737,ZNF74,ZNF746,ZNF750,ZNF75A,ZNF76,ZNF771,ZNF774,ZNF778,ZNF785,ZNF786,ZNF789,ZNF79,ZNF793,ZNF80,ZNF808,ZNF813,ZNF814,ZNF821,ZNF829,ZNF83,ZNF836,ZNF837,ZNF841,ZNF844,ZNF845,ZNF85,ZNF853,ZNF880,ZNF91,ZNF93,ZNFX1,ZSCAN12,ZSCAN18,ZSCAN20,ZSCAN21,ZSCAN9,ZXDC,ZZZ3
GO:0006351	transcription, DNA-templated	266	2569	2.65e-47	ENSP00000196489,ENSP00000211936,ENSP00000216037,ENSP00000216923,ENSP00000217233,ENSP00000219746,ENSP00000221327,ENSP00000223023,ENSP00000228251,ENSP00000230122,ENSP00000240499,ENSP00000240587,ENSP00000244576,ENSP00000252840,ENSP00000254037,ENSP00000262525,ENSP00000267622,ENSP00000268655,ENSP00000269394,ENSP00000270001,ENSP00000276816,ENSP00000282292,ENSP00000282308,ENSP00000282869,ENSP00000285279,ENSP00000292450,ENSP00000292579,ENSP00000294753,ENSP00000296091,ENSP00000296792,ENSP00000299237,ENSP00000300101,ENSP00000300181,ENSP00000300619,ENSP00000300850,ENSP00000300870,ENSP00000301744,ENSP00000302310,ENSP00000302640,ENSP00000303696,ENSP00000303915,ENSP00000304268,ENSP00000304769,ENSP00000307604,ENSP00000308921,ENSP00000309161,ENSP00000309330,ENSP00000311521,ENSP00000311778,ENSP00000311957,ENSP00000312141,ENSP00000312222,ENSP00000313582,ENSP00000314153,ENSP00000319305,ENSP00000321203,ENSP00000322265,ENSP00000323148,ENSP00000323945,ENSP00000324064,ENSP00000325326,ENSP00000326967,ENSP00000327143,ENSP00000328515,ENSP00000329793,ENSP00000331111,ENSP00000331626,ENSP00000331927,ENSP00000332013,ENSP00000332325,ENSP00000333223,ENSP00000333660,ENSP00000333920,ENSP00000334853,ENSP00000337081,ENSP00000337363,ENSP00000337555,ENSP00000337724,ENSP00000337852,ENSP00000338157,ENSP00000338860,ENSP00000338927,ENSP00000339585,ENSP00000339767,ENSP00000340507,ENSP00000340514,ENSP00000340841,ENSP00000342002,ENSP00000342818,ENSP00000344095,ENSP00000344215,ENSP00000344791,ENSP00000344828,ENSP00000345333,ENSP00000346348,ENSP00000347338,ENSP00000347648,ENSP00000347730,ENSP00000348419,ENSP00000349494,ENSP00000349503,ENSP00000351539,ENSP00000352846,ENSP00000353058,ENSP00000353491,ENSP00000353652,ENSP00000354305,ENSP00000354414,ENSP00000354487,ENSP00000354694,ENSP00000354794,ENSP00000354964,ENSP00000355053,ENSP00000355251,ENSP00000355459,ENSP00000356416,ENSP00000356425,ENSP00000356674,ENSP00000358590,ENSP00000359271,ENSP00000359837,ENSP00000360526,ENSP00000360552,ENSP00000361791,ENSP00000362179,ENSP00000362446,ENSP00000362551,ENSP00000362760,ENSP00000363064,ENSP00000363943,ENSP00000364885,ENSP00000366265,ENSP00000366396,ENSP00000366404,ENSP00000366434,ENSP00000366542,ENSP00000366902,ENSP00000369774,ENSP00000371475,ENSP00000372361,ENSP00000374359,ENSP00000375582,ENSP00000375822,ENSP00000376035,ENSP00000377725,ENSP00000378286,ENSP00000378536,ENSP00000378642,ENSP00000378881,ENSP00000379065,ENSP00000379143,ENSP00000379208,ENSP00000379368,ENSP00000379370,ENSP00000379451,ENSP00000379458,ENSP00000379684,ENSP00000379847,ENSP00000380165,ENSP00000380310,ENSP00000380315,ENSP00000380351,ENSP00000380840,ENSP00000381436,ENSP00000381613,ENSP00000382511,ENSP00000382513,ENSP00000384302,ENSP00000386433,ENSP00000387462,ENSP00000388311,ENSP00000388502,ENSP00000388864,ENSP00000391200,ENSP00000392024,ENSP00000392495,ENSP00000393163,ENSP00000393260,ENSP00000393835,ENSP00000394380,ENSP00000395007,ENSP00000395733,ENSP00000396402,ENSP00000396857,ENSP00000397693,ENSP00000398089,ENSP00000402343,ENSP00000404074,ENSP00000404251,ENSP00000405289,ENSP00000405699,ENSP00000406201,ENSP00000406286,ENSP00000407130,ENSP00000407545,ENSP00000409107,ENSP00000410111,ENSP00000411132,ENSP00000413073,ENSP00000413411,ENSP00000415070,ENSP00000415774,ENSP00000415836,ENSP00000417192,ENSP00000417470,ENSP00000418187,ENSP00000419153,ENSP00000420095,ENSP00000420727,ENSP00000421258,ENSP00000427772,ENSP00000428679,ENSP00000428878,ENSP00000429803,ENSP00000431202,ENSP00000433773,ENSP00000437616,ENSP00000437832,ENSP00000439017,ENSP00000439402,ENSP00000439689,ENSP00000441405,ENSP00000441410,ENSP00000441838,ENSP00000444339,ENSP00000444412,ENSP00000444812,ENSP00000445979,ENSP00000446224,ENSP00000452181,ENSP00000454157,ENSP00000455426,ENSP00000459216,ENSP00000459566,ENSP00000460547,ENSP00000464872,ENSP00000464976,ENSP00000465578,ENSP00000466274,ENSP00000466714,ENSP00000469029,ENSP00000469591,ENSP00000470123,ENSP00000470239,ENSP00000470323,ENSP00000470746,ENSP00000471549,ENSP00000471754,ENSP00000472619,ENSP00000472802,ENSP00000472867,ENSP00000473091,ENSP00000476746,ENSP00000477392,ENSP00000477841,ENSP00000478345,ENSP00000479449,ENSP00000480262,ENSP00000480297,ENSP00000480556,ENSP00000482581,ENSP00000482632,ENSP00000482749,ENSP00000482819,ENSP00000483077,ENSP00000485448	ENSG00000197054,ENSG00000242852,ENSG00000270011,TBC1D26,TNIP2,TOX3,TP53BP1,TP53INP1,TP53INP2,TRAPPC2,TRERF1,TRIB3,TRIM24,TRIM27,TRIP11,TROVE2,TRPS1,TSC22D4,TSHZ2,TSHZ3,TTF1,TWIST2,UBTF,UCHL5,UIMC1,UTP15,VGLL3,VGLL4,VIPAS39,VOPP1,WASL,WDR43,WWC1,XBP1,XRN2,YBX3,ZBTB10,ZBTB14,ZBTB16,ZBTB17,ZBTB18,ZBTB20,ZBTB22,ZBTB24,ZBTB25,ZBTB26,ZBTB3,ZBTB32,ZBTB33,ZBTB34,ZBTB37,ZBTB39,ZBTB42,ZBTB46,ZBTB48,ZBTB5,ZBTB7B,ZC3H12A,ZCCHC12,ZCCHC9,ZEB1,ZEB2,ZFP14,ZFP64,ZFP69,ZFP90,ZGPAT,ZHX3,ZIK1,ZKSCAN1,ZKSCAN2,ZKSCAN5,ZMIZ2,ZMYM5,ZMYND8,ZNF112,ZNF117,ZNF121,ZNF135,ZNF14,ZNF141,ZNF143,ZNF154,ZNF16,ZNF160,ZNF165,ZNF174,ZNF180,ZNF181,ZNF182,ZNF184,ZNF195,ZNF197,ZNF2,ZNF202,ZNF208,ZNF217,ZNF222,ZNF227,ZNF248,ZNF250,ZNF254,ZNF256,ZNF260,ZNF266,ZNF267,ZNF268,ZNF275,ZNF276,ZNF28,ZNF282,ZNF292,ZNF318,ZNF319,ZNF32,ZNF320,ZNF324,ZNF329,ZNF335,ZNF33A,ZNF343,ZNF345,ZNF35,ZNF354B,ZNF354C,ZNF385A,ZNF391,ZNF394,ZNF396,ZNF41,ZNF410,ZNF416,ZNF418,ZNF419,ZNF423,ZNF426,ZNF433,ZNF436,ZNF44,ZNF444,ZNF445,ZNF446,ZNF449,ZNF460,ZNF467,ZNF469,ZNF470,ZNF471,ZNF48,ZNF480,ZNF484,ZNF485,ZNF490,ZNF496,ZNF501,ZNF502,ZNF506,ZNF511,ZNF512,ZNF517,ZNF519,ZNF521,ZNF528,ZNF529,ZNF536,ZNF540,ZNF548,ZNF550,ZNF552,ZNF555,ZNF557,ZNF561,ZNF567,ZNF57,ZNF571,ZNF572,ZNF574,ZNF576,ZNF578,ZNF583,ZNF585B,ZNF586,ZNF594,ZNF595,ZNF596,ZNF597,ZNF600,ZNF607,ZNF611,ZNF615,ZNF619,ZNF620,ZNF621,ZNF623,ZNF625,ZNF627,ZNF628,ZNF629,ZNF630,ZNF638,ZNF641,ZNF646,ZNF654,ZNF664,ZNF667,ZNF669,ZNF670,ZNF676,ZNF678,ZNF680,ZNF682,ZNF683,ZNF69,ZNF692,ZNF696,ZNF697,ZNF7,ZNF700,ZNF701,ZNF703,ZNF714,ZNF717,ZNF718,ZNF721,ZNF724P,ZNF727P,ZNF732,ZNF737,ZNF738,ZNF74,ZNF746,ZNF750,ZNF75A,ZNF76,ZNF771,ZNF773,ZNF774,ZNF778,ZNF785,ZNF786,ZNF789,ZNF79,ZNF793,ZNF80,ZNF808,ZNF813,ZNF821,ZNF829,ZNF83,ZNF836,ZNF837,ZNF841,ZNF844,ZNF845,ZNF85,ZNF850,ZNF91,ZNF93,ZNRD1,ZSCAN12,ZSCAN18,ZSCAN20,ZSCAN21,ZSCAN9,ZXDC,ZZZ3
